parent_asin,title,main_category,categories,details,price,average_rating,rating_number,spec_keys_found,spec_keys
B00K4PATO8,Dell Inspiron i5748-2143sLV 17.3-Inch Laptop,Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR3"", ""Brand"": ""Dell"", ""Color"": ""Silver"", ""Series"": ""Inspiron"", ""Voltage"": ""19.5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i3"", ""Processor"": ""1.9 GHz core_i3"", ""Hard Drive"": ""500 GB SSD"", ""Model Name"": ""Inspiron"", ""Item Weight"": ""8 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""1600 MHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Item model number"": ""i5748-2143sLV"", ""Product Dimensions"": ""20.5 x 13.88 x 3.31 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""May 15, 2014"", ""Graphics Coprocessor"": ""Integrated Graphics"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1600 x 900 Pixels"", ""Item Dimensions  LxWxH"": ""20.5 x 13.88 x 3.31 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""17.3 Inches"", ""Average Battery Life (in hours)"": ""5.25 Hours""}",,4.1,126,16,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B01N68XUUU,"AN·GWEL HP PI06 Notebook Battery for HP Pavilion Envy TouchSmart 14 15 17, Fit for 710416-001 710417-001 HSTNN-LB4N HSTNN-LB4O Series [11.1V 4400MAH1]",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""AN\u00b7GWEL"", ""Series"": ""PI06"", ""Voltage"": ""11.1 Volts"", ""Batteries"": ""6 Lithium Ion batteries required."", ""Item Weight"": ""10.8 ounces"", ""Manufacturer"": ""DONG\u00a0GUAN\u00a0BOYU\u00a0ELECTRONICS\u00a0CO.,\u00a0LTD"", ""Best Sellers Rank"": {""Laptop Batteries"": 2311, ""Computers & Accessories"": 27670}, ""Product Dimensions"": ""9.8 x 1.2 x 3.7 inches"", ""Number of Batteries"": ""6 Lithium Ion batteries required."", ""Date First Available"": ""November 25, 2016"", ""Item Dimensions  LxWxH"": ""9.8 x 1.2 x 3.7 inches"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop"", ""Is Discontinued By Manufacturer"": ""No""}",19.89,4.2,75,1,Batteries
B017AP21OU,"MOSISO Laptop Shoulder Bag Compatible with 13-13.3 inch MacBook Pro, MacBook Air, Notebook Computer, Denim Briefcase Handbag Sleeve, Light Gray",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Messenger & Shoulder Bags""]","{""Brand"": ""MOSISO"", ""Color"": ""Gray"", ""Item Weight"": ""12.8 ounces"", ""Manufacturer"": ""WellTech"", ""Item model number"": ""BC29902"", ""Product Dimensions"": ""13.78 x 10.24 x 0.79 inches"", ""Date First Available"": ""October 29, 2015"", ""Item Dimensions  LxWxH"": ""13.78 x 10.24 x 0.79 inches"", ""Standing screen display size"": ""13.3 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.5,304,1,Standing screen display size
B00VAKDBK0,"Laptop Sleeve 17"" Waterproof Laptop Bag, Protective Drop-Proof Case for Macbooks, Notebooks, or Ultrabooks, Slim with Handles & Extra Storage Pocket.",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Sleeves""]","{""Brand"": ""SecondSkin"", ""Color"": ""Black"", ""Item Weight"": ""13.6 ounces"", ""Manufacturer"": ""SecondSkin"", ""Item model number"": ""Laptop Sleeve with Handles"", ""Product Dimensions"": ""17 x 1 x 11.5 inches"", ""Date First Available"": ""February 25, 2016"", ""Item Dimensions  LxWxH"": ""17 x 1 x 11.5 inches"", ""Standing screen display size"": ""17 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.3,102,1,Standing screen display size
B0C18D24G9,"ECOHERO 2023 Laptop, 14"" 1920x1080 FHD IPS Screen, 12GB DDR4 RAM/256GB NVMe SSD, Intel N5095 Quad Core, Windows 11 laptops Computers, 2.4G/5G WiFi, Bluetooth 4.2, Support Type c PD3.0 Fast Charging",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""12 GB DDR4"", ""Brand"": ""ECOHERO"", ""Color"": ""Gray"", ""Series"": ""Epsilon"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Celeron"", ""Processor"": ""2 GHz celeron"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Epsilon"", ""Item Weight"": ""4.16 pounds"", ""Screen Size"": ""14.1 Inches"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 2753, ""Traditional Laptop Computers"": 565}, ""Product Dimensions"": ""12.8 x 0.07 x 8.3 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""December 21, 2022"", ""Graphics Coprocessor"": ""Intel UHD Graphics"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920x1080 Pixels"", ""Item Dimensions  LxWxH"": ""12.8 x 0.07 x 8.3 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""12 GB"", ""Standing screen display size"": ""14.1 Inches""}",229.0,4.1,115,16,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B01EILWBO4,"TOP CASE - 2 in 1 Signature Bundle Rubberized Hard Case and Keyboard Cover ONLY Compatible MacBook Air 13"" A1369 & A1466 (Older Version, Release 2010-2017) - Royal Blue",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Hard Shell Cases""]","{""Brand"": ""TOP CASE"", ""Color"": ""Royal Blue"", ""Shell Type"": ""Hard"", ""Form Factor"": ""Case"", ""Item Weight"": ""8 ounces"", ""Manufacturer"": ""TOP CASE"", ""Item model number"": ""13A-M-RO BL+KEY BL"", ""Compatible Devices"": ""Laptops"", ""Product Dimensions"": ""12.7 x 8.9 x 0.8 inches"", ""Date First Available"": ""April 19, 2016"", ""Item Dimensions  LxWxH"": ""12.7 x 8.9 x 0.8 inches"", ""Standing screen display size"": ""11 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.2,94,1,Standing screen display size
B00NJHHHWK,Rosewill 15.6-Inch Notebook Computer Backpack (RMBP-11001),Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Backpacks""]","{""Brand"": ""Rosewill"", ""Color"": ""Black"", ""Series"": ""Laptop"", ""Department"": ""Unisex-adult"", ""Item Weight"": ""1 pounds"", ""Manufacturer"": ""Rosewill"", ""Best Sellers Rank"": {""Laptop Backpacks"": 19575}, ""Item model number"": ""RMBP-11001"", ""Product Dimensions"": ""19.5 x 14.5 x 2.75 inches"", ""Date First Available"": ""January 7, 2012"", ""Item Dimensions  LxWxH"": ""19.5 x 14.5 x 2.75 inches"", ""Standing screen display size"": ""15.6 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.1,660,1,Standing screen display size
B0017UG7Y0,HP GN073AA Sport Backpack (Black),Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Backpacks""]","{""Brand"": ""HP"", ""Color"": ""Black"", ""Series"": ""Daypack Backpacks"", ""Item Weight"": ""2.1 pounds"", ""Manufacturer"": ""Hewlett Packard"", ""Hardware Platform"": ""CONSUMER_ELECTRONICS"", ""Item model number"": ""GN073AA"", ""Product Dimensions"": ""20.3 x 15.5 x 4.5 inches"", ""Date First Available"": ""April 16, 2008"", ""Item Dimensions  LxWxH"": ""20.3 x 15.5 x 4.5 inches"", ""Standing screen display size"": ""17 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",39.99,3.8,31,1,Standing screen display size
B0725QM744,SUNMALL Keyboard Replacement Compatible with HP Pavilion dv6-1000 DV6-1100 dv6-1200 DV6-1300 DV6-2000 DV6-2100 DV6Z-1100 DV6T-1200 DV6T-2000 DV6Z-2000 Series Laptop Black US Layout,Computers,"[""Electronics"", ""Computers & Accessories"", ""Computer Components"", ""Laptop Replacement Parts""]","{""Brand"": ""SUNMALL"", ""Color"": ""Black"", ""Style"": ""Modern"", ""Item Weight"": ""8.8 ounces"", ""Manufacturer"": ""Keyboardseller"", ""Number of Keys"": ""13"", ""Special Feature"": ""Backlit"", ""Hand Orientation"": ""Ambidextrous"", ""Operating System"": ""Android"", ""Best Sellers Rank"": {""Laptop Computer Replacement Parts"": 4809}, ""Item model number"": ""dv6-1000"", ""Compatible Devices"": ""Laptop, Gaming Console, PC"", ""Package Dimensions"": ""15.24 x 5.51 x 0.98 inches"", ""Date First Available"": ""May 16, 2017"", ""Is Discontinued By Manufacturer"": ""No""}",13.99,4.1,53,1,Operating System
B07D37VBVD,"Razer Blade 15: World's Smallest 15.6"" Gaming Laptop - 144Hz Full HD Thin Bezel - 8th Gen Intel Core i7-8750H 6 Core - NVIDIA GeForce GTX 1070 Max-Q - 16GB RAM - 512GB SSD - Windows 10 - CNC Aluminum",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB DDR4"", ""Brand"": ""Razer"", ""Color"": ""Black"", ""Series"": ""Razer Blade"", ""Voltage"": ""7.4 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7 8750H"", ""Processor"": ""4.1 GHz core_i7_8750h"", ""Hard Drive"": ""512 GB SSD"", ""Model Name"": ""Razer Blade"", ""Item Weight"": ""4.56 pounds"", ""Screen Size"": ""15.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Thin Bezel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 83903, ""Traditional Laptop Computers"": 17539}, ""Flash Memory Size"": ""512"", ""Item model number"": ""RZ09-02386E92-R3U1"", ""Product Dimensions"": ""9.25 x 13.98 x 0.66 inches"", ""Computer Memory Type"": ""Unknown"", ""Date First Available"": ""May 20, 2018"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 1070"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""6"", ""Max Screen Resolution"": ""1920x1080 Pixels"", ""Item Dimensions  LxWxH"": ""9.25 x 13.98 x 0.66 inches"", ""Rear Webcam Resolution"": ""720 Pixels"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Hard Drive Rotational Speed"": ""0.01"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""6 Hours""}",,3.4,61,16,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B001E5Q8OW,"FL488AWABA - HP EliteBook 6930p Notebook Intel Centrino Pro Core 2 Duo P8600 2.40 GHz - 14.10 WXGA - 2 GB DDR2 SDRAM - 160 GB HDD - DVD-Writer (DVD-RAM/R/RW) - Wi-Fi, Gigabit Ethernet, Bluetooth - Windows Vista Business",All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""Brand"": ""HEWLETT PACKARD"", ""Language"": ""English"", ""CPU Model"": ""Core 2 Duo"", ""CPU Speed"": ""2.4 GHz"", ""Model Name"": ""HP EliteBook"", ""Item Weight"": ""8.15 Pounds"", ""Screen Size"": ""14.1 Inches"", ""Manufacturer"": ""Hewlett Packard"", ""Hard Disk Size"": ""160 GB"", ""Hard Drive Size"": ""160 GB"", ""Processor Speed"": ""2.4 GHz"", ""Total Usb Ports"": ""3"", ""Operating System"": ""windows_vista"", ""Item model number"": ""FL488AW"", ""Product Dimensions"": ""18.1 x 13.9 x 4.2 inches"", ""Date First Available"": ""August 4, 2008"", ""Graphics Coprocessor"": ""Intel GMA 4500MHD"", ""Maximum memory speed"": ""800 MHz"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""2 GB"", ""Standing screen display size"": ""14.1 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,2.9,9,10,"Standing screen display size, CPU Speed, Graphics Coprocessor, Graphics Card Description, Hard Drive Size"
B007QEF2KQ,"HP PAVILION DV8000, DV9000, DV9620US, ZD8000 LAPTOP LCD REPLACEMENT SCREEN 17"" WXGA+ CCFL (GLOSSY)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Replacement Screens""]","{""Brand"": ""HP"", ""Item Weight"": ""8 ounces"", ""Manufacturer"": ""MLC Distribution"", ""Item model number"": ""4952777757783"", ""Product Dimensions"": ""15 x 1 x 9.6 inches"", ""Date First Available"": ""March 30, 2012"", ""Item Dimensions  LxWxH"": ""15 x 1 x 9.6 inches"", ""Standing screen display size"": ""17 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.6,13,1,Standing screen display size
B08223WG45,"M5Y1K Laptop Battery 14.8V 40Wh for Dell Inspiron 5559 5558 5555 5566 3567 3521 5759 5758 3458 3451 3452 5755 3552 3551 5458 5552 5545 3565 3467,14 15 17 3000 5000 Series, Vostro 3458 3558,P51F GXVJ3",All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""Tevelmick"", ""Voltage"": ""14.8 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Item Weight"": ""9 ounces"", ""Manufacturer"": ""DONG GUAN BOYU ELECTRONICS CO., LTD."", ""Best Sellers Rank"": {""Electronics"": 217154, ""Laptop Batteries"": 4081}, ""Item model number"": ""LA04"", ""Product Dimensions"": ""10.6 x 1.6 x 0.8 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""November 27, 2019"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop""}",26.59,4.3,179,1,Batteries
B00COQITCO,Asus X502CA-RB01 16-Inch LED Notebook - Intel Celeron 1007U 1.50 GHz - Black,Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR3"", ""Brand"": ""ASUS"", ""Color"": ""Black"", ""CPU Model"": ""Celeron"", ""CPU Speed"": ""1.5 GHz"", ""Processor"": ""1.5 GHz celeron"", ""Hard Drive"": ""320 GB HDD"", ""Item Weight"": ""4.1 pounds"", ""Screen Size"": ""15.6 Inches"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Hardware Platform"": ""PC"", ""Item model number"": ""X502CARB01"", ""Product Dimensions"": ""15.08 x 9.96 x 0.85 inches"", ""Computer Memory Type"": ""SODIMM"", ""Date First Available"": ""May 7, 2013"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Hard Disk Description"": ""HDD"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""15.08 x 9.96 x 0.85 inches"", ""Graphics Card Description"": ""Integrated"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches""}",,3.4,28,15,"Standing screen display size, CPU Speed, Graphics Coprocessor, RAM, Graphics Card Description"
B089F9KBDK,"KingSener G3HTA020H DAK822470K Tablet Battery for Microsoft Surface Book 1 1703 1704 1705 CR7 13.5"" CR7-00005 CR7-00007 Screen Battery G3HTA044H 7.5V 2387mAh/18WH with Tools",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""KingSener"", ""Series"": ""G3HTA020H"", ""Voltage"": ""7.5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Unit Count"": ""1.0 Count"", ""Item Weight"": ""6.1 ounces"", ""Manufacturer"": ""KingSener"", ""Best Sellers Rank"": {""Laptop Batteries"": 9732, ""Computers & Accessories"": 97655}, ""Country of Origin"": ""China"", ""Item model number"": ""G3HTA020H"", ""Package Dimensions"": ""9.69 x 3.62 x 1.65 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""May 30, 2020"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop, Tablet""}",28.98,3.5,13,1,Batteries
B00WFJ185A,Caseling Neoprene Sleeve Pouch Case Bag for 11.6 Inch Laptop Computer. Designed to fit Any Laptop Notebook Ultrabook MacBook with Display Size 11.6 inches - Colorful,Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Sleeves""]","{""Brand"": ""caseling"", ""Color"": ""Colorful/White11\"""", ""Series"": ""FBA_3359789"", ""Shell Type"": ""Soft"", ""Form Factor"": ""Case"", ""Item Weight"": ""5.9 ounces"", ""Manufacturer"": ""Caseling"", ""Best Sellers Rank"": {""Laptop Sleeves"": 4429}, ""Item model number"": ""FBA_3359789"", ""Compatible Devices"": ""Laptops"", ""Product Dimensions"": ""12.2 x 9.1 x 0.5 inches"", ""Date First Available"": ""April 20, 2015"", ""Item Dimensions  LxWxH"": ""12.2 x 9.1 x 0.5 inches"", ""Standing screen display size"": ""11.6 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",12.99,4.8,980,1,Standing screen display size
B07545NNST,"MOSISO Mens Messenger Bag 15.6 inch with Handle and Various Pockets, Canvas Laptop Shoulder Briefcase Bag Compatible with MacBook, Notebook, Ultrabook and Chromebook Computers, Olive Green",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Messenger & Shoulder Bags""]","{""Brand"": ""MOSISO"", ""Color"": ""Olive"", ""Item Weight"": ""2.25 pounds"", ""Product Dimensions"": ""16.34 x 12 x 3.94 inches"", ""Date First Available"": ""August 24, 2017"", ""Item Dimensions  LxWxH"": ""16.34 x 12 x 3.94 inches"", ""Standing screen display size"": ""15.6 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.4,35,1,Standing screen display size
B002CZQ6WW,HP Pavilion DV4-1433US 14.1-Inch Laptop,Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR2"", ""Brand"": ""HEWLETT PACKARD"", ""Color"": ""Black"", ""Series"": ""HP Pavilion"", ""CPU Model"": ""Intel Core 2 Duo"", ""Processor"": ""2.1 GHz intel_core_2_duo"", ""Hard Drive"": ""320 GB"", ""Model Name"": ""HP Pavilion"", ""Item Weight"": ""5.08 pounds"", ""Screen Size"": ""14 Inches"", ""Battery Type"": ""Lithium_ion"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11a/b/g/n"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator 4500MHD"", ""Operating System"": ""Microsoft Windows Vista Home Premium"", ""Hardware Platform"": ""PC"", ""Item model number"": ""NU999UA#ABA"", ""Screen Resolution"": ""1280 x 800 pixels"", ""Optical Drive Type"": ""Dvd_plus_minus_rw, dvd_rom, dvd_ram, cd_rom, cd_rw"", ""Product Dimensions"": ""13.15 x 9.45 x 1.34 inches"", ""Audio-out Ports (#)"": ""1"", ""Date First Available"": ""July 5, 2009"", ""Graphics Coprocessor"": ""GMA"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1280 x 800 Pixels"", ""Item Dimensions  LxWxH"": ""13.15 x 9.45 x 1.34 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Graphics Media Accelerator 4500MHD"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""7200 RPM"", ""Standing screen display size"": ""14 Inches""}",,3.4,36,15,"Standing screen display size, Graphics Coprocessor, RAM, Graphics Card Description, Hard Drive Interface"
B01MR1VNUL,GHU New Battery 58 WH Replacement for J1KND 4T7JN WT2P4 383CW 312-1205 312-0233 312-0234 312-1280 Compatible for Dell Inspiron 3420 3520 13R (N3010) 14R (N4010 N4110) (N5010 N5110) N7010,All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""GHU"", ""Voltage"": ""11.1 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Item Weight"": ""10.6 ounces"", ""Manufacturer"": ""GHU"", ""Best Sellers Rank"": {""Electronics"": 94211, ""Laptop Batteries"": 1143}, ""Country of Origin"": ""China"", ""Item model number"": ""GHU-J1KND-OEM1"", ""Product Dimensions"": ""8 x 2 x 0.75 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""January 1, 2017"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop""}",24.95,4.4,106,1,Batteries
B0CBCB6XRF,"HP 14 Student Laptop, 14"" HD Screen, Cheap Notebook, Long Battery, 4GB RAM, 192GB Storage(64GB eMMC+128GB Micro SD), Quad-Core Intel Celeron N4120, UHD Graphics, WiFi, Jet Black, Windows 11 Home",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB DDR4"", ""Brand"": ""HP"", ""Color"": ""Gold"", ""Series"": ""HP 14 i3 8GB 128GB"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i3 Family"", ""Processor"": ""2.1 GHz core_i3_family"", ""Hard Drive"": ""128 GB SSD"", ""Model Name"": ""HP 14 i3 8GB 128GB"", ""Item Weight"": ""3.22 pounds"", ""Screen Size"": ""14 Inches"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""128 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 57602, ""Traditional Laptop Computers"": 12199, ""Climate Pledge Friendly: Computers"": 5226}, ""Flash Memory Size"": ""128 GB"", ""Hardware Platform"": ""PC"", ""Optical Drive Type"": ""BD-R"", ""Product Dimensions"": ""8.86 x 12.76 x 0.71 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""August 24, 2019"", ""Graphics Coprocessor"": ""Intel UHD Graphics 620"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768"", ""Item Dimensions  LxWxH"": ""8.86 x 12.76 x 0.71 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""14 Inches""}",,4.5,292,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
