parent_asin,title,main_category,confidence,reason,brands,laptop_keywords,spec_types
B01LWZYD4Q,"Lenovo ThinkCentre M58 Small Form Factor Business Desktop Computer, Intel Core 2 Duo 3.0GHz Processor, 4GB RAM, 320GB HDD, DVD, Gigabit Ethernet, VGA, Windows 10 Home (Renewed)",Computers,medium-high,"Brand (lenovo) + Specs (storage, cpu, os, ram)",lenovo,N/A,"storage, cpu, os, ram"
B01M1DDROQ,"CyberpowerPC Gamer Ultra VR GUAVR3000A1 Desktop Gaming PC (AMD FX-4350 4.2 GHz, AMD Radeon RX 470 4GB, 8GB DDR3 RAM, 1TB 7200RPM SATA III HDD, Win 10 Home), Black",Computers,medium,"Multiple specs: cpu, os, ram",N/A,N/A,"cpu, os, ram"
B0C27NB6ZH,"Acrylic Monitor Stand - Acrylic Computer Laptop Stand White Clear Monitor Stand Acrylic Computer Stand Acrylic Monitor Riser for Desk Keyboard Storage Office, Home, School",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B07ZV8M6F3,"AIWOXING iPad 10.2 inch Case 2021/2020/2019 [ 9th / 8th / 7th Generation ] Leather Cover with Apple Pencil Holder, Corner Protection, Auto Wake/Sleep and Stand Folio Multiple Viewing Angles, Purple",Computers,medium-high,Brand (apple) + Specs (screen),apple,N/A,screen
B0B9LJFBV4,"LEOFOTO LCH-02S 16"" Laptop/Projector Tripod Tray with Arca Swiss/RRS Compatible Dovetail",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B00ZYWCXJ0,"iMBAPrice 2.5"" to 3.5"" Bay SSD/HDD Notebook Hard Disk Drive Mounting Bracket Adapter Tray Kit - Black",Computers,high,Laptop keyword: notebook,N/A,notebook,storage
B00TZRP3ZG,"V7 7 Port High Speed Portable USB Hub for Ultra Book, MacBook Air, Tablet PC, Desktop and Notebook (HU720-3NP) - Black",Computers,high,Laptop keyword: notebook,macbook,"notebook, macbook",N/A
B06Y49HQZC,Cogitable Solutions LLC IDOL Slide Mini Fingerprint Reader for Microsoft Windows Login and NEW Windows 10 Hello - Sign-in to Windows Using Your Finger - Remember Your Windows Password,Camera & Photo,medium-high,Brand (microsoft) + Specs (os),microsoft,N/A,os
B0055U8X0Y,Powerbookmedia Glass Screen Cover Replacement for Apple Macbook Pro A1286 - 15 Inch,Computers,high,Laptop keyword: macbook,"apple, macbook",macbook,N/A
B07BGS2BS1,"Sound Card,Optimal Shop 6 Channel External Sound Card USB 2.0 External 5.1 Surround Sound Optical S/PDIF Audio Sound Card Adapter for PC Laptop Recording Compatible with Windows 10/8/7/ XP",Computers,high,Laptop keyword: laptop,N/A,laptop,os
B08J3KNK2Y,"(Apple MFi Certified) Headphone Adapter for iPhone Charger, 2 in 1 Lightning to 3.5mm Earphone Audio & Charger Splitter Adapter, Compatible with iPhone 11/11 Pro/XS/XR/X 8 7, iPad,Support All iOS",All Electronics,high,Laptop keyword: 2 in 1,apple,2 in 1,N/A
B07FBG6ZDT,"Laptop Bag,15.6 Inch Business Work Laptop Tote Bag,Casual Laptop Bag for Women",AMAZON FASHION,high,Laptop keyword: laptop,omen,laptop,screen
B00A23FYEW,Snugg iPad Mini & Mini 2 Case - Smart Cover with Flip Stand & Lifetime Guarantee (Orange Leather) for Apple iPad Mini & Mini 2 with Retina,Computers,medium-high,Brand (apple) + Specs (screen),apple,N/A,screen
B0B4S8RV1L,"MADEVIL CC01 UHD 4K Mac Webcam, Video Calling Web Camera, 8MP HD Autofocus Light Correction, Computer Camera with Built-in Privacy Cover for PC/Mac/Laptop/MacBook, Zoom/Yutube/Skype",All Electronics,high,Laptop keyword: laptop,macbook,"laptop, macbook",screen
B09Y2XN82P,"Surface Connect to USB-C Charging Cable 15V/3A, Compatible with Microsoft Surface Pro 7/6/5/4/3, Surface Laptop 3/2/1, Surface Go, Surface Book (TPE, 6FT)",All Electronics,high,Laptop keyword: laptop,"microsoft, surface",laptop,N/A
B081LBGQDP,Eyoyo Portable Monitor 15.6 inch USB C Monitor 1080P IPS LCD Monitor Laptop Second Display Screen for Computer Mac Phone Xbox Switch PS4 for Traveling Working Gaming,Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B08FM5D2MX,"Mfi Certified iDiskk 512GB USB Flash Drive Photo Stick for iPhone (14/13/12/11 Pro/Plus/Pro Max,13/12 Mini,XR,XS,XS Max,X),Lightning iPad, MacBook/PC External Storage Drive and Data Encryption",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B07RYQ4VDQ,Intel Core I7 I7-6700 Quad-core (4 Core) 3.40 Ghz Processor - Socket H4 Lga-1151-1 Mb - 8 Mb Cach (Renewed),Computers,medium-high,Brand (lg) + Specs (cpu),lg,N/A,cpu
B08YDC7LPV,"USB C Hub to HDMI VGA Multiport Adapter, ZCUOO 5-in-1 USB C to vga Multi-Port Adapter is Compatible with Type-C interfaces Such as USB 3.0 laptops and Nintendo (HDMI VGA USB PD100W Audio)",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B00405WVVW,ASUS ROG G73JH 17-Inch Gaming Laptop [OLD VERSION],Computers,high,Laptop keyword: laptop,"asus, rog","laptop, gaming laptop",N/A
B0C64NB7FY,"Intpw Powered USB Hub 10Gbps, 10 Port USB 3.1 Gen 2 Hub with 7 USB 3.1 Data Ports, 3 Fast Charging Ports, 36W Power Adapter, Type A and Type C Cable, Aluminum USB Data Hub for Mac, PC, Laptop",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B0C774M5M2,"LETLEX Multifunctional 8 in 1 USB C Hub – Seamless 5Gbps Data Transfer – Smooth Network Connection – Ultra HD 4K Output – USB OTG Support – for MacBook Pro or Air, Chromebook, XPS (Gray Color)",All Electronics,high,Laptop keyword: chromebook,"chromebook, macbook","chromebook, macbook",screen
B07PYQW8F4,"Cenda Laptop Stand, Invisible Lightweight Computer Stand, Portable Foldable Holder Fit For MacBook, Air,Pro,Ipad,Notebook and Tablet (Black)",All Electronics,high,Laptop keyword: laptop,macbook,"laptop, notebook, macbook",N/A
B0858Z1F2Z,"SUPERJARE Large Monitor Stand Riser, Adjustable Screen Stand for Laptop Computer/TV/PC, Upgrade Length Desktop Organizer - Black",Office Products,high,Laptop keyword: laptop,N/A,laptop,N/A
B08VS7V1H6,"Rottay Portable Laptop Stand for Desk, Foldable Aluminum Alloy MacBook Stand, Adjustable Laptop Holder, Compatible with MacBook, Dell, HP, Lenovo, Acer and More 10-15.6” Laptops and Tablets - Silver",Computers,high,Laptop keyword: laptop,"dell, hp, lenovo, acer, macbook","laptop, macbook",N/A
B09N8QV3TP,Replacement Dell 130W Laptop Charger USB C for Dell XPS 15 2in1 9575 9500 17 9700 Precision 5530 2in1 5550 5750 3560 Precision M3800 M2800 Inspiron 7347 7348 7459 DA130PM170 HA130PM170 0K00F5,Computers,high,Laptop keyword: laptop,"dell, inspiron, precision",laptop,N/A
B0039RPILW,LG 55LD650 55-Inch 1080p 240 Hz LCD HDTV with Internet Applications,All Electronics,medium-high,Brand (lg) + Specs (screen),lg,N/A,screen
B01AXRCKIE,"QualityArt 16"" Leather Briefcase Leather Messenger bag Vintage Soft Laptop Bag Shoulder Bag 16x12x5 Inches Brown …",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B09BBFKC4Z,"HP Pavilion Laptop (2021 Latest Model), 15.6"" FHD Display, Intel Celeron Processor, 16GB DDR4 RAM, 512GB SSD, Online Conferencing, Webcam, HDMI, WiFi, Bluetooth, Windows 10",Computers,high,Laptop keyword: laptop,"hp, pavilion",laptop,"cpu, storage, ram, screen, os"
B0928QRW4N,"Business Laptop Backpacks for Women Girls,Men Extra Large Travel Backpack with USB Charging Port,TSA Anti Theft Durable Water Resistant College School Computer Bag Fits 17.3'' Laptop Notebook,Purple",Computers,high,Laptop keyword: laptop,omen,"laptop, notebook, business laptop",N/A
B08JZ7YBJN,"GE HDMI to VGA Adapter, Male to Female, Full HD 1080P, for Computer, Desktop, Laptop, PC, Monitor, Projectors, HDTV, Chromebook, Black, 33588",All Electronics,high,Laptop keyword: laptop,chromebook,"laptop, chromebook",screen
B07FQJMH3N,"USB VGA adapter, USB 3.0 VGA adapter multi display video converter - computer notebook Windows 7/8/8. 1/10, desktops, laptops, computers, monitors, projectors, high-definition TV, (black)",Computers,high,Laptop keyword: laptop,N/A,"laptop, notebook",N/A
B07KRZ8KPJ,"aROTaO Active HDMI to VGA Adapter with 3.5mm Audio Jack and Micro USB Power Port, HDMI Female to VGA Male Converter Compatible for TV Stick, Raspberry Pi, Xbox 360, Xbox One, PS4, PS3, Laptop etc.",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B07P83YH2K,ASURION 2 Year Laptop Protection Plan ($800 - $899.99),All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B08VR8YCYT,"DEPSTECH 4K Webcam, DW40 Webcam with Microphone Autofocus HD Web Camera with Sony Sensor, Privacy Cover & Tripod, Plug and Play USB 8MP Camera Computer Streaming Webcam for Laptop PC/Video Call/Zoom",All Electronics,high,Laptop keyword: laptop,sony,laptop,screen
B01MQJA1F7,"SOLICE New M4800 M6800 FV993 Laptop Battery Compatible with Dell Precision M4600 M4700 M6700 M6600 Series,Fits FJJ4W KJ321 PG6RC V7M28 R7PND Laptop [11.1V 97Wh]-12 Months Warranty",All Electronics,high,Laptop keyword: laptop,"dell, precision",laptop,N/A
B01EJHIEZM,FreeBiz 18.4 Inch Laptop Bag Nylon Waterproof with Shockproof Fit Up to 18 Inch Gaming Laptops Notebook Computer,All Electronics,high,Laptop keyword: laptop,N/A,"laptop, notebook, gaming laptop",screen
B0736ZHMMK,"LG LED TV 22"" Full HD 1080p IPS Display, 60Hz Refresh Rate, HDMI, Compact, Triple XD Engine - Black",All Electronics,medium-high,Brand (lg) + Specs (screen),lg,N/A,screen
B07BGDMQVY,"Newest Microsoft Surface Pro 4 (2736 x 1824) Resolution Tablet 6th Generation TOUCH (Intel Core i7-6650U, 16GB Ram, 256GB SSD, Bluetooth, Dual Camera) Windows 10 Professional (Renewed)",Computers,medium-high,"Brand (microsoft) + Specs (storage, cpu, os, ram)","microsoft, surface",N/A,"storage, cpu, os, ram"
B0B7RG9V12,"Auswaur USB Type C External Stereo Sound Card Audio Adapter with 3.5mm Headphone Jack and Microphone Jack for Windows, Mac, PC, Laptops, Computer,Desktops and Mobile Phones (Type C-Black)",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B07R1Y8QMD,aceyoon USB C Adapter Right Angle USB 3.1 10Gbps [2 Pack] Type C Male to Female Extension 90 Degree Right & Left Angle C Adapter for Laptop & Tablet & Mobile Phone,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B00HC7V8D2,Vktech Black Laptop Keyboard Replacement for Acer Aspire V5-531 V5-551 V5-571,Computers,high,Laptop keyword: laptop,acer,laptop,N/A
B08BZB7B1Q,NIUTO Portable Monitor 17.3 100% sRGB FHD HDR IPS 1920x1080 Ultra-Slim Screen Dual Speakers with Type-C Mini HDMI for Laptop Phone PC with Smart Cover,Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B00BQME70U,"Kuzy - MacBook Keyboard Cover for Older Version MacBook Pro 13 15 17 inch and MacBook Air 13 inch, iMac Wireless Keyboard, Apple Computer Accessories Key Board Silicone Skin Protector - Neon Pink",Computers,high,Laptop keyword: macbook,"apple, macbook",macbook,N/A
B08TLSB3WS,"MARVUE Pad M10 Tablet 10.1 Inch Android 10.0 Tablets 2GB RAM 32GB ROM Storage, 2MP+8MP Dual Camera, 2.4GHz WiFi, 1.6GHZ Quad Core Processor,10.1"" IPS HD Android Tablet, Metal Body(Black)",Computers,medium,"Multiple specs: cpu, screen, ram",N/A,N/A,"cpu, screen, ram"
B08JM45RZ8,Macally Vertical Laptop Stand for Desk - Adjustable Desk Laptop Holder for Universal Compatibility - Saves Space & Improves Airflow - Use as MacBook Stand Vertical Dock (Pro/Air) - Weighted Frame,Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B0C2GZJRDC,"Geyes Mouse Jiggler, Undetectable Mouse Mover Device Has Two Swing Modes Jiggle and Multi-Track,Keeps for Computer/Laptop Awake, Driver-Free, Plug-Play with USB-C Adapter (Metal Black)",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B09VH9JCP8,"for Mac Book Pro Charger USB-C: 100W 6.7ft Fast Power Adapter for Type C Device, Compatible with MacBook Pro 16, 15, 14, 13 Inch, Mackbook Air 13 Inch, iPad Pro 2021/2020/2019/2018…",All Electronics,high,Laptop keyword: macbook,macbook,macbook,N/A
B0827SWTV6,USB 2.0 Hub SD Card Reader USB Hub 2.0 with SD/TF/Micro SD Card Slot and 6 Port USB 2.0 Port Speed up to 480Mbps USB Reader for PC Laptop and Other Devices,All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B01LYQCXFA,"soomz Webcam Cover, Thin for Laptop, PC, MacBook, iPhone, iMac, iPad, Smartphone, Protect Your Privacy & Security, Sliding Cover – Polished Metal – Good Grip & Strong Adhesive – Premium Quality",Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B07WQ35XWM,"iBUYPOWER Pro Gaming PC Computer Desktop Intel i9-9900k 3.6 GHz, Geforce RTX 2070 Super 8GB, 16GB DDR4, 1TB HDD, 240GB SSD, Z390, Liquid Cooling, Windows 10, VR Ready (Trace 9240V2)",Computers,medium,"Multiple specs: storage, cpu, os, ram",N/A,N/A,"storage, cpu, os, ram"
B01EYXR0HY,"MOSISO Compatible with MacBook Air 13 inch Case (Models: A1466 & A1369, Older Version 2010-2017 Release), Protective Plastic Hard Shell Case Cover, Turquoise",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B00JVK6A04,Zebella Vintage Pu Leather Briefcase Shoulder Business Laptop Messenger Bags Tote for Men - Black,,high,Laptop keyword: laptop,N/A,"laptop, business laptop",N/A
B01CQSBJVW,"Easy Style 56Wh Replacement Laptop Battery for 2008 MacBook Pro 15"" A1286 A1281 MB772 MB772/A MB772J/A",All Electronics,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B081CVLNB4,"USB C to Magsafe, Answin Magsafe to USB C Adapter USB-C to Magsafe 1 & 2 Magnetic T-Tip/L-Tip Charging Connector Compatible for New MacBook Pro 13'', New iPad Pro 2018 and More…",All Electronics,high,Laptop keyword: macbook,macbook,macbook,N/A
B01949ONY6,"2016 HP Pavilion 17.3"" Flagship Laptop, 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache, up to 3.5 GHz), FHD IPS Touchscreen, 8GB DDR3, 1TB HDD, DVD, HDMI, 802.11AC, Windows 10",Computers,high,Laptop keyword: laptop,"hp, pavilion",laptop,"cpu, screen, os, ram"
B00O5VX2KK,"ASUS C300 ChromeBook 13.3 Inch (Intel Celeron, 2 GB, 16GB SSD, Red)",Computers,high,Laptop keyword: chromebook,"asus, chromebook",chromebook,"cpu, screen, storage"
B01ES0MUUA,"HP Elite, Core 2 Duo 3.0 GHz Processor, 4GB RAM, 160GB, DVDRW, Windows 10 Home, WiFi, 17-inch Monitor (brands may vary) (Renewed)",Computers,medium-high,"Brand (hp) + Specs (cpu, os, ram)",hp,N/A,"cpu, os, ram"
B00MGPDWA2,Auawak Rapoo 7800P 5G Wireless Ergonomic Programmable Laser Engine Mouse for Laptops Desktops and PC,Computers,high,Laptop keyword: laptop,rog,laptop,N/A
B087T5FWQN,"USB Webcam with Microphone, StartVision Full HD 1080P Computer Camera Live Stream Camera, Widescreen Video Calling and Recording,Webcam for Laptop and Desktop",Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B00M8XY1RU,"Surface Pro 4 Case, Icarercase Vintage Genuine Leather Back Cover with Pen Holder and Stand Function for Microsoft Surface Pro 4 12.3 Inch, Compatible with Surface Pro 4 Original Keyboard (Black)",Computers,medium-high,Brand (microsoft) + Specs (screen),"microsoft, surface",N/A,screen
B01HSHJBSY,HP Elite 8300 Ultra Slim Business Desktop PC - Intel Core i5-3470S 2.9GHz 8GB 320GB DVDRW Windows 10 Professional (Renewed),Computers,medium-high,"Brand (hp) + Specs (cpu, os)",hp,N/A,"cpu, os"
B00F3J0RR4,"TopCase FLAG Keyboard Silicone Cover Skin for Old Generation MacBook Pro 13"" 15"" 17"" Aluminum Unibody (with or w/out Retina Display) iMac and MacBook 13"" + TopCase Mouse Pad (US)",Office Products,high,Laptop keyword: macbook,macbook,macbook,screen
B08N11X1Z6,"AVAWO Samsung Galaxy Tab A7 10.4 Case Kids, Galaxy Tab A7 Case 2020 - with Shoulder Strap - Shock Proof Stand Kids Protective Case for Galaxy Tab A7 10.4 inch(SM-T500/ T505/ T505N/ T507) - Rose",Computers,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B07QSHRQ1W,"USB C Hub Adapter for MacBook Pro 2020/2019/2018-2016, MacBook Air 2018/2019/2020, ENKLEN 7-in-2 Type-C Dongle with Thunderbolt 3 100W PD, 4K HDMI, Gigabit Ethernet, 2 USB 3.0, SD/TF Card Reader",All Electronics,high,Laptop keyword: macbook,macbook,macbook,screen
B082SY85N5,"Bluetooth Computer Sound Bar with LED and Remote Control, USB Computer Speakers for PC with 3 EQ Pre-sets, Sound Bar for PC Desktop and Laptop, Wireless Computer Speakers for Monitor, Gaming Soundbar",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B08LPTDW6T,"JEDIA Mouse Mover Jiggler, Mouse Mover automatic undetectable USB Port Driver-Free with ON/Off Switch for Computer Laptop, Simulate Mouse Movement to Prevent Computer Entering Sleep Mode Plug-and-Play",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B0BNHV93NW,"Anbear Mini Displayport to HDMI Adapter Thunderbolt to HDMI Cable, Gold-Plated Display Port to HDMI Adapter Compatible with MacBook Pro, MacBook Air, Mac Mini, Microsoft Surface Pro",Computers,high,Laptop keyword: macbook,"microsoft, macbook, surface",macbook,N/A
B083K5H9QS,"Lap Desk with Cushion for Laptop and Tablet - Fits up to 15.6 inch Slim Laptop, X-Large Laptop Stand with Pillow Cushion & Wood Platform Ideal on Bed & Sofa, with Anti-Slip Strips & Carry Handle",All Electronics,high,Laptop keyword: laptop,N/A,laptop,screen
B07PBTHNGR,Bessteven Laptop Bag for Men Women: Water Resistant Computer Tablet Messenger Shoulder Bags with Strap | 3 in 1 Durable Business Briefcase for Notebook Macbook - Black 15.6-Inch,,high,Laptop keyword: laptop,"macbook, omen","laptop, notebook, macbook",N/A
B09139Z9L8,"AOYATEC Laptop Cooling Pad with 6 Quiet LED Fans RGB Light Laptop Cooler Stand with Dual USB 2.0 Ports,for 12-17 Inch Laptop,Wind Speed Adjustable,Cooling Fan for Notebook Gaming Laptop",All Electronics,high,Laptop keyword: laptop,N/A,"laptop, notebook, gaming laptop",N/A
B0811DB2R8,"Joymiso Tangle Free Earbuds for Kids Women Small Ears with Case, Comfortable Lightweight in Ear Headphones, Flat Cable Ear Buds Wired Earphones with Microphone and Volume Control for Cell Phone Laptop",All Electronics,high,Laptop keyword: laptop,omen,laptop,N/A
B07DGVDCM4,"MOSISO Compatible with MacBook Pro 13 inch Case with CD-ROM (Model: A1278, Old Version Release 2012-2008), Plastic Peony Hard Shell Case & Keyboard Cover Skin & Screen Protector, Black",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B08748Z5PD,JOINLGO 4 Channel GPS 4G WiFi 1080P AHD Mobile Vehicle Car DVR MDVR Video Recorder Kit Real-time Monitor on PC Phone with 4 Metal Side Front Rear View IP69 Backup Car Cameras for Truck RV Bus Van,All Electronics,medium-high,Brand (lg) + Specs (screen),lg,N/A,screen
B08FXCDSWN,"Webcam with Mic, Web Camera 1080P HD USB Computer Webcam for Video Call Study Online Class Conference Record Game Compatible with Laptop/Desktop Mac Skype/YouTube/Zoom/Facetime by ONLYJOY (Red)",Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B0B14YBJQQ,Bay Valley Parts WDX0R Laptop Battery for dell Inspiron 15 5565 5567 5568 5578 7560 7570 7579 7569 13 5368 5378 7368 7378 17 5765 5767 5770 Series Notebook Battery Fits 3CRH3 T2JX4 FC92N CYMGM,All Electronics,high,Laptop keyword: laptop,"dell, inspiron","laptop, notebook",N/A
B07D526Z2V,"230W Slim Tip AC Adapter Charger for Lenovo Laptop, Legion, (Safety Certified by UL)",Computers,high,Laptop keyword: laptop,lenovo,laptop,N/A
B0762FZZRM,"tomtoc 360 Protective Laptop Sleeve for 13-inch MacBook Air M1/A2337 A2179 2018-2021, MacBook Pro M1/A2338 A2251 A2289 2016-2021, 12.9 iPad Pro 5th/4th/3rd Gen, Accessory Case with 4 CornerArmors",Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B00Y1I1DT4,"Plugable USB C to USB Adapter Cable with Driverless Technology, Enables Connection of USB Type C Laptop, Tablet, or Phone to a USB 3.0 Device (20 cm)",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B01NCOZ254,"Dell XPS 13 9360 13.3"" Laptop QHD+ Touchscreen 7th Gen Intel Core i7-7500U, 16GB RAM, 512GB NVME SSD Machined Aluminum Display Silver Win 10 (Renewed)",Computers,high,Laptop keyword: laptop,dell,laptop,"cpu, storage, ram, screen, os"
B01N2WBO24,"URBAN ARMOR GEAR UAG MacBook Pro 13 inch Case with Touch Bar 4th Gen, 2016-2019, Clear Transparent Ice, Lightweight Slim Hard-Shell Bumper Heavy-Duty Plasma Military Drop Tested Laptop Cover",Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B089M9DK3Z,1080P Full hd Webcam with Mic PC Camera for Video Calling & Recording Video Conference/Online Teaching/Business Meeting Compatible with Computer Desktop Laptop MacBook for Windows Android iOS,All Electronics,high,Laptop keyword: laptop,macbook,"laptop, macbook",screen
B08CS98KXG,"Uiosmuph LED Wireless Mouse, G16 Rechargeable Wireless Computer Mouse with USB Receiver and Type C Adapter, 2.4G Portable Optical Wireless Mouse for Laptop, PC, Desktop, MacBook (Starry Black)",All Electronics,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
